Variable Name,Variable Description,Corresponding Survey Question,Response Types,Source,Data Subset,Clean Label,Short Label for Plots,Confidential,Included in Public Facing?
core_design_marginalized,Indicates whether the school selected the tag design to meet needs of students who have been marginalized as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_design_marginalized,No,Yes
core_design_thinking,Indicates whether the school selected the tag design thinking process as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_design_thinking,No,Yes
core_disaggregated_participation_data,Indicates whether the school selected the tag disaggregated data on student participation as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_disaggregated_data,No,Yes
core_dual_language,Indicates whether the school selected the tag dual language programming as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_dual_language,No,Yes
core_early_college,Indicates whether the school selected the tag early college high school as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_early_college,No,Yes
core_elimination_tracking,Indicates whether the school selected the tag no tracked classes as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_no_tracking,No,Yes
core_enriched_virtual,Indicates whether the school selected the tag enriched virtual model as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_enriched_virtual,No,Yes
core_expanded_open_hours,Indicates whether the school selected the tag expanded open hours as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_expanded_hours,No,Yes
core_extended_learning,Indicates whether the school selected the tag extended learning opportunities as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_extended_learning,No,Yes
core_families_leaders,Indicates whether the school selected the tag families as co-leaders as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_colead_family,No,Yes
core_flex,Indicates whether the school selected the tag flex model as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_flex,No,Yes
core_flexible_facilities,Indicates whether the school selected the tag flexible facilities & classroom design as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_flex_facilities,No,Yes
core_flexible_staffing,Indicates whether the school selected the tag flexible staffing & alternative teaching roles as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_flex_staffing,No,Yes
core_flipped_classroom,Indicates whether the school selected the tag flipped classroom as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_flipped_class,No,Yes
core_grading_mastery,Indicates whether the school selected the tag grading policies focus on mastery as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_grading_mastery,No,Yes
core_heritage_language,Indicates whether the school selected the tag heritage language course(s) as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_heritage_lang,No,Yes
core_hiring_equity,Indicates whether the school selected the tag hiring for equity and inclusion values as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_hiring_equity,No,Yes
core_industry_credentials,Indicates whether the school selected the tag students earn industry credentials as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_industry_cred,No,Yes
core_industry_leaders,Indicates whether the school selected the tag industry-based partners as co-leaders as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_colead_industry,No,Yes
core_interdisciplinary,Indicates whether the school selected the tag interdisciplinary as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_interdisciplinary,No,Yes
core_interoperability,Indicates whether the school selected the tag interoperable data from multiple technologies as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_interoperability,No,Yes
core_learning_paths,Indicates whether the school selected the tag individual learning paths as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_learning_paths,No,Yes
core_makerspace,Indicates whether the school selected the tag makerspace as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_makerspace,No,Yes
core_mental_health,Indicates whether the school selected the tag mental health services as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_mental_health,No,Yes
core_mentoring,Indicates whether the school selected the tag 1:1 mentoring as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_mentoring,No,Yes
core_mtss_academics,Indicates whether the school selected the tag multi-tiered system of support (MTSS) in academics as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_mtss,No,Yes
core_multi_age,Indicates whether the school selected the tag multi-age classrooms as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_multi_age,No,Yes
core_opportunities_mastery,Indicates whether the school selected the tag multiple opportunities to demonstrate mastery as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_mult_opportunity,No,Yes
core_other_leaders,Indicates whether the school selected the tag co-leadership as a core practice and self-identified co-leadership partners.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_colead_other,No,Yes
core_pbl,Indicates whether the school selected the tag project-based learning as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_pbl,No,Yes
core_peer_to_peer,Indicates whether the school selected the tag peer to peer support as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_peer_to_peer,No,Yes
core_performance_assessment,Indicates whether the school selected the tag performance based assessment as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_assess_performance,No,Yes
core_physical_well_being,Indicates whether the school selected the tag physical well being services as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_phys_well_being,No,Yes
core_place_based,Indicates whether the school selected the tag place-based learning as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_place_based,No,Yes
core_reallocation_resources,Indicates whether the school selected the tag reallocation of resources for those most in need as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_reallocate_resources,No,Yes
core_restorative,Indicates whether the school selected the tag restorative practices as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_restorative,No,Yes
core_sel_curriculum,Indicates whether the school selected the tag SEL curriculum as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_sel_curriculum,No,Yes
core_sel_integrated,Indicates whether the school selected the tag SEL integration school-wide as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_sel_integrated,No,Yes
core_service_learning,Indicates whether the school selected the tag service learning as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_service_learning,No,Yes
core_social_justice,Indicates whether the school selected the tag social justice focus as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_social_justice,No,Yes
core_station_rotation,Indicates whether the school selected the tag station rotation as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_station_rotation,No,Yes
core_student_conferences,Indicates whether the school selected the tag student-led conferences as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_student_conferences,No,Yes
core_student_data,Indicates whether the school selected the tag students access their own data as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_student_data,No,Yes
core_student_goals,Indicates whether the school selected the tag student-led goal setting as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_student_goals,No,Yes
core_student_pace,Indicates whether the school selected the tag self-paced learning as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_student_pace,No,Yes
core_student_projects,Indicates whether the school selected the tag students develop projects as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_student_projects,No,Yes
core_students_leaders,Indicates whether the school selected the tag students as co-leaders as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_colead_student,No,Yes
core_teachers_leaders,Indicates whether the school selected the tag teachers as co-leaders as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_colead_teacher,No,Yes
core_translanguaging,Indicates whether the school selected the tag translanguaging as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_translanguaging,No,Yes
core_trauma_informed,Indicates whether the school selected the tag trauma-informed practices as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_trauma_informed,No,Yes
core_tutoring,Indicates whether the school selected the tag tutoring as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_tutoring,No,Yes
core_udl,Indicates whether the school selected the tag universal design for learning as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_udl,No,Yes
time_a_la_carte,Indicates how long the school has been implementing à la carte model as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_a_la_carte,No,Yes
time_accommodations,Indicates how long the school has been implementing accommodations provided to all students as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_accommodations,No,Yes
time_adult_wellness,Indicates how long the school has been implementing adult wellness/SEL as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_adult_sel,No,Yes
time_advancement_mastery,Indicates how long the school has been implementing advancement on mastery as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_mastery,No,Yes
time_advisories,Indicates how long the school has been implementing student advisories as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_advisories,No,Yes
time_all_courses_designed_for_inclusion,Indicates how long the school has been implementing all courses designed for inclusion as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_inclusion,No,Yes
time_anti_racist,Indicates how long the school has been implementing anti-racist practices a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_antiracist,No,Yes
time_assessments_agency,Indicates how long the school has been implementing assessments for agency and self-directed learning as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_assess_agency,No,Yes
time_assessments_bilingual,Indicates how long the school has been implementing bilingual assessments as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_assess_bilingual,No,Yes
time_assessments_career,Indicates how long the school has been implementing assessments for career readiness as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_assess_career,No,Yes
time_assessments_deeper,Indicates how long the school has been implementing assessments for deeper learning as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_assess_deep,No,Yes
time_assessments_sel,Indicates how long the school has been implementing assessments for social-emotional skills as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_assess_sel,No,Yes
time_blended_learning,Indicates how long the school has been implementing blended learning as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_blended_learning,No,Yes
time_career_prep,Indicates how long the school has been implementing career prep and work-based learning as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_career_prep,No,Yes
time_co_leaders,Indicates how long the school has been implementing co-leadership as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_colead,No,Yes
time_community_leaders,Indicates how long the school has been implementing community-based organizations as co-leaders as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_colead_community,No,Yes
time_community_partnerships,Indicates how long the school has been implementing community and business partnerships as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_community_partners,No,Yes
time_community_supports,Indicates how long the school has been implementing family and community support services as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_community_supports,No,Yes
time_competency_education,Indicates how long the school has been implementing competency/mastery-based education as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_competency_ed,No,Yes
time_competency_framework,Indicates how long the school has been implementing competency framework as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_competency_frame,No,Yes
time_culturally_responsive,Indicates how long the school has been implementing culturally responsive practices as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_culturally_responsive,No,Yes
time_design_marginalized,Indicates how long the school has been implementing design to meet needs of students who have been marginalized as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_design_marginalized,No,Yes
time_design_thinking,Indicates how long the school has been implementing design thinking process as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_design_thinking,No,Yes
time_disaggregated_participation_data,Indicates how long the school has been implementing disaggregated data on student participation as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_disaggregated_data,No,Yes
time_dual_language,Indicates how long the school has been implementing dual language programming as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_dual_language,No,Yes
time_early_college,Indicates how long the school has been implementing early college high school as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_early_college,No,Yes
time_elimination_tracking,Indicates how long the school has been implementing no tracked classes as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_no_tracking,No,Yes
time_enriched_virtual,Indicates how long the school has been implementing enriched virtual model as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_enriched_virtual,No,Yes
time_expanded_open_hours,Indicates how long the school has been implementing expanded open hours as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_expanded_hours,No,Yes
time_extended_learning,Indicates how long the school has been implementing extended learning opportunities as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_extended_learning,No,Yes
time_families_leaders,Indicates how long the school has been implementing families as co-leaders as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_colead_family,No,Yes
time_flex,Indicates how long the school has been implementing flex model as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_flex,No,Yes
time_flexible_facilities,Indicates how long the school has been implementing flexible facilities & classroom design as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_flex_facilities,No,Yes
time_flexible_staffing,Indicates how long the school has been implementing flexible staffing & alternative teaching roles as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_flex_staffing,No,Yes
time_flipped_classroom,Indicates how long the school has been implementing flipped classroom as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_flipped_class,No,Yes
time_grading_mastery,Indicates how long the school has been implementing grading policies focus on mastery as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_grading_mastery,No,Yes
time_heritage_language,Indicates how long the school has been implementing heritage language course(s) as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_heritage_lang,No,Yes
time_hiring_equity,Indicates how long the school has been implementing hiring for equity and inclusion values as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_hiring_equity,No,Yes
time_industry_credentials,Indicates how long the school has been implementing students earn industry credentials as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_industry_cred,No,Yes
time_industry_leaders,Indicates how long the school has been implementing industry-based partners as co-leaders as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_colead_industry,No,Yes
time_interdisciplinary,Indicates how long the school has been implementing interdisciplinary as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_interdisciplinary,No,Yes
time_interoperability,Indicates how long the school has been implementing interoperable data from multiple technologies as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_interoperability,No,Yes
time_learning_paths,Indicates how long the school has been implementing individual learning paths as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_learning_paths,No,Yes
time_makerspace,Indicates how long the school has been implementing makerspace as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_makerspace,No,Yes
time_mental_health,Indicates how long the school has been implementing mental health services as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_mental_health,No,Yes
time_mentoring,Indicates how long the school has been implementing 1:1 mentoring as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_mentoring,No,Yes
time_mtss_academics,Indicates how long the school has been implementing multi-tiered system of support (MTSS) in academics as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_mtss,No,Yes
time_multi_age,Indicates how long the school has been implementing multi-age classrooms as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_multi_age,No,Yes
time_opportunities_mastery,Indicates how long the school has been implementing multiple opportunities to demonstrate mastery as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_mult_opportunity,No,Yes
time_other_leaders,Indicates how long the school has been implementing co-leadership as a core practice and self-identified co-leadership partners.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_colead_other,No,Yes
time_pbl,Indicates how long the school has been implementing project-based learning as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_pbl,No,Yes
time_peer_to_peer,Indicates how long the school has been implementing peer to peer support as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_peer_to_peer,No,Yes
time_performance_assessment,Indicates how long the school has been implementing performance based assessment as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_assess_performance,No,Yes
time_physical_well_being,Indicates how long the school has been implementing physical well being services as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_phys_well_being,No,Yes
time_place_based,Indicates how long the school has been implementing place-based learning as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_place_based,No,Yes
time_reallocation_resources,Indicates how long the school has been implementing reallocation of resources for those most in need as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_reallocate_resources,No,Yes
time_restorative,Indicates how long the school has been implementing restorative practices as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_restorative,No,Yes
time_sel_curriculum,Indicates how long the school has been implementing SEL curriculum as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_sel_curriculum,No,Yes
time_sel_integrated,Indicates how long the school has been implementing SEL integration school-wide as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_sel_integrated,No,Yes
time_service_learning,Indicates how long the school has been implementing service learning as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_service_learning,No,Yes
time_social_justice,Indicates how long the school has been implementing social justice focus as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_social_justice,No,Yes
time_station_rotation,Indicates how long the school has been implementing station rotation as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_station_rotation,No,Yes
time_student_conferences,Indicates how long the school has been implementing student-led conferences as a core practice.,How long has your school been implementing each of these core practices?,"0 = Not a core practice
1 = Less than a year
2 = 1-2 years
3 = 3-4 years
4 = 5+ years
5 = Not sure",School Survey,Tags data,,time_student_conferences,No,Yes
